,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MACD,signal,Buy_Signal_Price,Sell_Signal_Price
1687,2015-03-27,1582.9,1596.0,1540.0,1549.85,1558.9792230278108,18482,3064,28813054.0,4217.0,22.82,56.0,-33.05,25.129905343763994,31.4045886364559,,
1688,2015-03-26,1568.7,1597.8,1553.4,1582.8,1573.4037006297904,20483,3320,32228028.0,4420.0,21.58,44.4,14.1,23.48656850671341,29.820984610507406,,
1689,2015-03-25,1585.0,1595.9,1572.0,1581.2,1582.0428048142332,9555,2055,15116419.0,2124.0,22.23,23.9,-3.8,21.803765360799844,28.217540760565896,,
1690,2015-03-24,1589.9,1604.4,1574.95,1582.95,1593.1463770761088,16437,2821,26186547.0,4228.0,25.72,29.45,-6.95,20.376455028693044,26.649323614191328,,
1691,2015-03-23,1560.0,1591.2,1550.1,1583.05,1575.3770731433067,17787,2745,28021232.0,4437.0,24.95,41.1,23.05,19.033958842242555,25.126250659801578,,
1692,2015-03-20,1565.0,1590.0,1543.5,1566.1,1563.1036685856193,44295,3926,69237677.0,18355.0,41.44,46.5,1.1,16.413097626735862,23.383620053188437,,
1693,2015-03-19,1590.6,1610.0,1561.05,1566.5,1588.214525089404,44461,3315,70613606.0,20791.0,46.76,48.95,-24.1,14.204581316846316,21.54781230592001,,
1694,2015-03-18,1605.0,1620.0,1576.35,1583.8,1593.1734821801683,16751,2223,26687249.0,4768.0,28.46,43.65,-21.2,13.692443680131191,19.976738580762248,,
1695,2015-03-17,1600.55,1617.85,1576.8,1608.9,1594.4036322360953,22025,2797,35116740.0,4612.0,20.94,41.05,8.35,15.137436202019671,19.008878105013736,,
1696,2015-03-16,1622.0,1622.0,1584.0,1587.6,1593.9381519385947,20324,2706,32395199.0,3873.0,19.06,38.0,-34.4,14.397901155612999,18.086682715133588,,
1697,2015-03-13,1663.0,1663.0,1611.15,1613.4,1629.7040105338233,18227,2862,29704615.0,3297.0,18.09,51.85,-49.6,15.712534368193246,17.61185304574552,,
1698,2015-03-12,1635.0,1658.85,1624.45,1647.6,1644.484372040159,15837,1950,26043699.0,4797.0,30.29,34.4,12.6,19.291662561887733,17.947814948973964,1647.6,
1699,2015-03-11,1649.5,1668.55,1629.25,1636.75,1645.4383239171375,12744,1728,20969466.0,3522.0,27.64,39.3,-12.75,21.010447755672658,18.5603415103137,,
1700,2015-03-10,1663.0,1678.3,1634.0,1649.2,1650.0614802553796,16916,2139,27912440.0,6457.0,38.17,44.3,-13.8,23.110801423103112,19.470433492871585,,
1701,2015-03-09,1690.0,1690.0,1648.0,1661.55,1663.7811423821397,16842,2548,28021402.0,4853.0,28.81,42.0,-28.45,25.478191887066032,20.671985171710475,,
1702,2015-03-05,1701.25,1749.0,1678.0,1700.7,1693.151947084032,21468,2864,36348586.0,4723.0,22.0,71.0,-0.55,30.16571214359442,22.570730566087263,,
1703,2015-03-04,1773.0,1773.0,1717.0,1723.8,1742.684880239521,13360,2139,23282270.0,2577.0,19.29,56.0,-49.2,35.33723699251482,25.124031851372774,,
1704,2015-03-03,1765.0,1774.3,1747.85,1759.15,1756.2888723956953,18863,2874,33128877.0,3745.0,19.85,26.45,-5.85,41.80624093975962,28.460473669050145,,
1705,2015-03-02,1685.0,1774.8,1680.0,1764.35,1742.39177021729,60196,6716,104885015.0,12407.0,20.61,94.8,79.35,46.81293929227627,32.13096679369537,,
1706,2015-02-28,1690.0,1698.0,1650.0,1683.25,1676.9282916437603,29104,3786,48805321.0,3676.0,12.63,48.0,-6.75,43.732569747469825,34.45128738445026,,
1707,2015-02-27,1649.95,1703.65,1646.75,1672.75,1676.2019887282695,58731,5638,98445019.0,13369.0,22.76,56.9,22.8,39.98319110413172,35.55766812838655,,
1708,2015-02-26,1658.0,1665.25,1620.0,1642.65,1642.912451984635,18744,2900,30794751.0,3856.0,20.57,45.25,-15.35,34.18885523138397,35.283905548986034,,1642.65
1709,2015-02-25,1601.0,1663.8,1601.0,1652.25,1639.6460751612185,22485,2735,36867442.0,6696.0,29.78,62.8,51.25,30.025328775739354,34.232190194336695,,
1710,2015-02-24,1610.0,1633.0,1603.85,1617.5,1619.0624374624774,9994,1678,16180910.0,1843.0,18.44,29.15,7.5,23.64905786290433,32.115563728050226,,
1711,2015-02-23,1627.15,1634.95,1606.1,1613.25,1623.8569611854473,18086,2082,29369077.0,5912.0,32.69,28.85,-13.9,18.044867741874896,29.30142453081516,,
1712,2015-02-20,1624.9,1625.7,1600.2,1619.4,1615.8501962285825,10447,2149,16880787.0,1624.0,15.55,25.5,-5.5,13.939079268226578,26.228955478297447,,
1713,2015-02-19,1663.0,1663.05,1603.0,1615.4,1623.3499144324016,26295,3235,42685986.0,6554.0,24.92,60.05,-47.6,10.244355201770304,23.03203542299202,,
1714,2015-02-18,1615.0,1658.0,1614.0,1652.8,1638.9200870868729,28018,2867,45919263.0,9043.0,32.28,44.0,37.8,10.216359363928404,20.4689002111793,,
1715,2015-02-16,1628.4,1646.75,1606.2,1611.95,1622.9741321456895,32782,3642,53204338.0,14046.0,42.85,40.55,-16.45,6.819310096514528,17.738982188246347,,
1716,2015-02-13,1595.0,1637.0,1595.0,1624.3,1625.3076327604892,32295,3842,52489310.0,6913.0,21.41,42.0,29.3,5.065276509833893,15.204241052563857,,
1717,2015-02-12,1565.5,1614.0,1561.25,1592.95,1578.4368839069452,35506,5882,56043980.0,13378.0,37.68,52.75,27.45,1.1324550215815634,12.389883846367399,,
1718,2015-02-11,1561.45,1574.9,1548.0,1551.35,1557.0463634878781,42857,9951,66730336.0,10782.0,25.16,26.9,-10.1,-5.28023936404702,8.855859204284515,,
1719,2015-02-10,1496.0,1568.0,1496.0,1561.45,1545.274184360435,38620,6224,59678489.0,11586.0,30.0,72.0,65.45,-9.438558448353888,5.1969756737568344,,
1720,2015-02-09,1521.05,1521.05,1490.2,1509.8,1504.8611303815549,24505,3345,36876622.0,9718.0,39.66,30.85,-11.25,-16.709166751461908,0.8157471887130865,,
1721,2015-02-06,1502.0,1525.0,1484.3,1508.5,1504.3789634038333,28227,3865,42464105.0,6704.0,23.75,40.7,6.5,-22.318798137071326,-3.811161876443796,,
1722,2015-02-05,1500.0,1528.8,1488.4,1504.45,1511.50130480167,22992,3561,34752438.0,7362.0,32.02,40.4,4.45,-26.782540127083394,-8.405437526571717,,
1723,2015-02-04,1515.95,1523.4,1492.6,1498.3,1507.7031662822394,23845,3000,35951182.0,5911.0,24.79,30.8,-17.65,-30.46515803803777,-12.81738162886493,,
1724,2015-02-03,1529.95,1570.0,1498.8,1510.6,1535.8663836203475,126010,12118,193534523.0,28301.0,22.46,71.2,-19.35,-32.022022121685495,-16.658309727429042,,
1725,2015-02-02,1560.0,1560.0,1516.8,1526.1,1536.3092620672226,15828,1938,24316703.0,2944.0,18.6,43.2,-33.9,-31.64039686389765,-19.654727154722764,,
1726,2015-01-30,1589.5,1591.9,1540.0,1560.05,1561.2222655995836,15369,2949,23994425.0,3437.0,22.36,51.9,-29.45,-28.272566284560753,-21.378294980690363,,
1727,2015-01-29,1550.0,1589.5,1537.8,1583.4,1566.6470806073323,24303,3565,38074224.0,6348.0,26.12,51.7,33.4,-23.449080032549773,-21.792451991062244,,
1728,2015-01-28,1530.0,1554.9,1517.9,1541.3,1540.8144953610613,56694,2763,87354937.0,47596.0,83.95,37.0,11.3,-22.76117393729828,-21.98619638030945,,
1729,2015-01-27,1549.6,1549.6,1505.2,1530.45,1522.159267427366,10429,1558,15874599.0,1844.0,17.68,44.4,-19.15,-22.82835663831429,-22.15462843191042,,
1730,2015-01-23,1565.0,1568.05,1531.95,1541.35,1541.7359135461172,19895,2013,30672836.0,7376.0,37.07,36.1,-23.65,-21.751324775710827,-22.073967700670504,1541.35,
1731,2015-01-22,1545.0,1563.5,1537.6,1559.35,1553.5665152498375,12328,3020,19152368.0,3470.0,28.15,25.9,14.35,-19.223720612409124,-21.50391828301823,,
1732,2015-01-21,1547.0,1550.0,1531.2,1543.75,1540.8181070442395,17021,1795,26226265.0,4520.0,26.56,18.8,-3.25,-18.268774665521505,-20.856889559518887,,
1733,2015-01-20,1535.0,1550.0,1534.05,1544.75,1543.6500050952816,19626,2410,30295675.0,5237.0,26.68,15.95,9.75,-17.232634397555103,-20.132038527126134,,
1734,2015-01-19,1520.0,1540.0,1514.35,1533.65,1525.4923780487804,25584,3017,39028197.0,7258.0,28.37,25.65,13.65,-17.109930376811462,-19.527616897063204,,
1735,2015-01-16,1515.1,1525.0,1501.05,1518.1,1514.9481410344354,21867,2519,33127371.0,5912.0,27.04,23.95,3.0,-18.059265626920478,-19.23394664303466,,
1736,2015-01-15,1480.05,1524.8,1474.0,1514.8,1507.3576596413966,41327,4384,62294570.0,11013.0,26.65,50.8,34.75,-18.860491072140803,-19.15925552885589,,
1737,2015-01-14,1450.75,1483.0,1450.75,1478.05,1473.336848556035,39163,5591,57700291.0,15171.0,38.74,32.25,27.3,-22.204921366007056,-19.768388696286124,,1478.05
1738,2015-01-13,1410.0,1456.0,1405.2,1443.45,1436.8902451894323,28427,3921,40846479.0,7523.0,26.46,50.8,33.45,-27.332267933953517,-21.281164543819603,,
1739,2015-01-12,1410.0,1410.0,1391.1,1405.4,1400.1472599658057,22226,1993,31119673.0,10419.0,46.88,18.9,-4.6,-34.073268601900736,-23.83958535543583,,
1740,2015-01-09,1398.0,1410.05,1378.75,1398.95,1397.3090354601447,16723,2920,23367199.0,5473.0,32.73,31.3,0.95,-39.4809099388749,-26.967850272123645,,
1741,2015-01-08,1379.45,1396.5,1374.8,1391.6,1386.869041450777,7720,1165,10706629.0,1619.0,20.97,21.7,12.15,-43.85406585885289,-30.345093389469497,,
1742,2015-01-07,1384.0,1384.0,1337.9,1368.15,1364.1606547793042,34210,3182,46667936.0,15472.0,45.23,46.1,-15.85,-48.65122145588589,-34.006319002752775,,
1743,2015-01-06,1430.5,1430.5,1371.35,1384.5,1391.9215694338768,48629,5332,67687754.0,30363.0,62.44,59.15,-46.0,-50.55097331731213,-37.31524986566465,,
1744,2015-01-05,1425.5,1438.95,1423.0,1431.35,1432.5996072831133,22408,1536,32101692.0,13236.0,59.07,15.95,5.85,-47.72598149002715,-39.39739619053715,,
1745,2015-01-02,1405.0,1429.85,1405.0,1425.8,1419.9518403126156,18937,2391,26889628.0,3042.0,16.06,24.85,20.8,-45.41151801862088,-40.6002205561539,,
1746,2015-01-01,1400.0,1410.0,1398.65,1403.35,1404.5139757402244,13273,1470,18642114.0,2576.0,19.41,11.35,3.35,-44.87156495106774,-41.45448943513667,,
1747,2014-12-31,1405.0,1411.85,1395.5,1399.4,1401.3764572722127,17670,1657,24762322.0,5233.0,29.62,16.35,-5.6,-44.252267647986855,-42.01404507770671,,
1748,2014-12-30,1395.0,1404.95,1391.1,1400.85,1398.5455464450183,8903,1412,12451251.0,1613.0,18.12,13.85,5.85,-43.147094346165886,-42.240654931398545,,
1749,2014-12-29,1417.0,1417.0,1396.5,1401.35,1403.0247913598428,12222,1632,17147769.0,2135.0,17.47,20.5,-15.65,-41.74962700888523,-42.14244934689589,1401.35,
1750,2014-12-26,1393.35,1409.9,1386.4,1393.45,1397.1092896174864,11895,2183,16618615.0,2863.0,24.07,23.5,0.1,-40.80916539695454,-41.87579255690762,,
1751,2014-12-24,1386.0,1409.0,1382.5,1393.6,1399.4263620848103,38085,4178,53297153.0,13417.0,35.23,26.5,7.6,-39.59530897282707,-41.419695840091514,,
1752,2014-12-23,1388.55,1393.0,1376.05,1383.35,1385.8915464358233,46785,2295,64838936.0,32839.0,70.19,16.95,-5.2,-39.010717085287524,-40.93790008913072,,
1753,2014-12-22,1386.95,1387.0,1378.0,1383.8,1382.8836363636365,12925,1574,17873771.0,4439.0,34.34,9.0,-3.15,-38.072239485816,-40.36476796846778,,
1754,2014-12-19,1391.0,1401.8,1375.1,1379.75,1389.8064971751412,32568,3100,45263218.0,10793.0,33.14,26.7,-11.25,-37.226170261320476,-39.737048427038324,,
1755,2014-12-18,1375.25,1400.45,1371.5,1381.0,1386.5497500513593,14603,1529,20247786.0,3646.0,24.97,28.95,5.75,-36.03935055254078,-38.99750885213882,,
1756,2014-12-17,1390.0,1398.8,1362.35,1367.8,1385.181322573414,111525,2434,154482347.0,97423.0,87.36,36.45,-22.2,-35.75179265475026,-38.34836561266111,,
1757,2014-12-16,1428.0,1430.75,1383.85,1391.6,1394.3766331442323,46536,2599,64888711.0,25643.0,55.1,46.9,-36.4,-33.220494670387325,-37.32279142420636,,
1758,2014-12-15,1425.0,1447.3,1425.0,1435.15,1435.764926496756,36529,1584,52447057.0,26373.0,72.2,22.3,10.15,-27.384628788958935,-35.33515889715687,,
1759,2014-12-12,1430.0,1441.0,1423.3,1432.5,1432.5987516126584,52708,3270,75509415.0,24925.0,47.29,17.7,2.5,-22.71168966488858,-32.810465050703215,,
1760,2014-12-11,1425.0,1433.0,1412.15,1427.7,1427.4045513771316,122029,1520,174184750.0,110211.0,90.32,20.85,2.7,-19.174638332185168,-30.083299706999604,,
1761,2014-12-10,1432.8,1440.15,1417.0,1436.0,1431.8406827880513,49913,2530,71467464.0,28047.0,56.19,23.15,3.2,-15.522821609045423,-27.17120408740877,,
1762,2014-12-09,1475.3,1475.3,1421.15,1432.8,1438.5591303500048,30771,2762,44265903.0,11869.0,38.57,54.15,-42.5,-12.740084044089144,-24.284980078744844,,
1763,2014-12-08,1501.0,1515.0,1466.25,1477.6,1496.07489850203,28572,2650,42745852.0,6641.0,23.24,48.75,-23.4,-6.840901233435716,-20.796164309683018,,
1764,2014-12-05,1472.0,1509.95,1468.0,1497.8,1498.6107580650762,28797,2995,43155494.0,5748.0,19.96,41.95,25.8,-0.5296793591808182,-16.74286731958258,,
1765,2014-12-04,1485.0,1488.75,1465.05,1471.4,1474.3310916041341,14126,1105,20826401.0,2669.0,18.89,23.7,-13.6,2.31506346947117,-12.93128116177183,,
1766,2014-12-03,1470.0,1492.0,1467.7,1476.4,1477.3465715675147,12338,1396,18227502.0,2438.0,19.76,24.3,6.4,4.916328495116204,-9.361759230394224,,
1767,2014-12-02,1475.0,1487.8,1465.0,1480.3,1477.083118067163,13162,1252,19441368.0,2482.0,18.86,22.8,5.3,7.209441224665625,-6.0475191393822545,,
1768,2014-12-01,1478.0,1480.0,1461.1,1467.3,1469.2152097690725,8271,825,12151879.0,1521.0,18.39,18.9,-10.7,7.886843605655486,-3.260646590374707,,
1769,2014-11-28,1435.0,1478.85,1435.0,1470.35,1465.902500082348,60718,3143,89006668.0,40006.0,65.89,43.85,35.35,8.570998250525918,-0.8943176221945821,,
1770,2014-11-27,1445.9,1456.85,1430.05,1439.7,1443.8075503093962,19231,1708,27765863.0,4546.0,23.64,26.8,-6.2,6.56432740818218,0.5974113838807703,,
1771,2014-11-26,1426.0,1456.7,1422.0,1438.1,1441.2572367996904,15511,1525,22355341.0,2693.0,17.36,34.7,12.1,4.789706920212666,1.4358704911471496,,
1772,2014-11-25,1451.35,1452.95,1420.0,1424.95,1431.8730728335993,22572,2492,32320239.0,5064.0,22.43,32.95,-26.4,2.2957483393793154,1.6078460607935827,,
1773,2014-11-24,1468.9,1475.8,1448.4,1451.3,1456.3307861596772,16358,1730,23822659.0,3045.0,18.61,27.4,-17.6,2.4176241140612547,1.7698016714471172,,
1774,2014-11-21,1453.0,1480.7,1450.0,1466.8,1469.128298668688,21107,2365,31008891.0,3865.0,18.31,30.7,13.8,3.7220267966288247,2.160246696483459,,
1775,2014-11-20,1465.0,1465.0,1440.0,1445.35,1448.4052418293775,19001,1944,27521148.0,3707.0,19.51,25.0,-19.65,2.9904673394198653,2.32629082507074,,
1776,2014-11-19,1490.25,1494.0,1455.1,1461.95,1474.816134872143,17676,2091,26068850.0,6125.0,34.65,38.9,-28.3,3.707445344861071,2.6025217290288065,,
1777,2014-11-18,1494.6,1509.0,1485.1,1488.3,1496.287175989086,10262,1347,15354899.0,1447.0,14.1,23.9,-6.3,6.328924462002988,3.3478022756236427,,
1778,2014-11-17,1516.9,1516.9,1488.85,1496.4,1497.6334342175537,11234,1357,16824414.0,1874.0,16.68,28.05,-20.5,8.956819218031796,4.4696056641052735,,
1779,2014-11-14,1493.3,1519.9,1493.3,1509.9,1505.326313717772,10162,985,15297126.0,1526.0,15.02,26.6,16.6,11.990562183945713,5.973796968073362,,
1780,2014-11-13,1516.55,1516.55,1498.0,1505.35,1506.8038464124807,14871,1649,22407680.0,3292.0,22.14,18.55,-11.2,13.867818784773362,7.552601331413363,,
1781,2014-11-12,1517.4,1531.7,1514.0,1515.8,1519.9158131177,22260,1893,33833326.0,7170.0,32.21,17.7,-1.6,16.014184283601026,9.244917921850895,,
1782,2014-11-11,1505.65,1519.0,1504.05,1514.5,1512.841796561144,12446,1618,18828829.0,3974.0,31.93,14.95,8.85,17.409608144123013,10.877855966305319,,
1783,2014-11-10,1524.6,1524.6,1492.25,1499.55,1500.9060573366214,12976,1586,19475757.0,5130.0,39.53,32.35,-25.05,17.11189626112332,12.124664025268919,,
1784,2014-11-07,1485.7,1523.0,1485.7,1509.6,1513.0280114401075,35664,3885,53960631.0,15801.0,44.31,37.3,23.9,17.48534824725016,13.196800869665166,,
1785,2014-11-05,1491.0,1496.8,1483.15,1486.85,1490.0215587595212,14704,2003,21909277.0,5619.0,38.21,13.65,-4.15,15.763860791967772,13.710212854125688,,
1786,2014-11-03,1500.1,1506.75,1482.05,1492.1,1497.5162866449512,11666,1339,17470025.0,3543.0,30.37,24.7,-8.0,14.654275340769345,13.899025351454421,,
1787,2014-10-31,1510.0,1510.0,1492.1,1500.9,1502.9398712286488,18793,2134,28244749.0,4021.0,21.4,17.9,-9.1,14.319936023269292,13.983207485817395,,
1788,2014-10-30,1489.9,1509.0,1474.0,1494.7,1495.6537563793172,50554,5571,75611280.0,5853.0,11.58,35.0,4.8,13.400212215846068,13.866608431823131,,1494.7
1789,2014-10-29,1472.3,1488.95,1470.0,1484.25,1478.406425999446,10831,1100,16012620.0,3248.0,29.99,18.95,11.95,11.693303680504869,13.43194748155948,,
1790,2014-10-28,1469.0,1480.95,1462.65,1472.2,1474.8181960351408,108705,1041,160320112.0,102141.0,93.96,18.3,3.2,9.261471595203375,12.59785230428826,,
1791,2014-10-27,1492.0,1492.0,1454.4,1462.0,1464.4155844155844,10934,1300,16011920.0,3588.0,32.82,37.6,-30.0,6.4369709973721,11.36567604290503,,
1792,2014-10-23,1480.0,1485.7,1475.0,1482.95,1482.0378881987576,3220,545,4772162.0,1226.0,38.07,10.7,2.95,5.821912454941639,10.256923325312352,,
1793,2014-10-22,1451.8,1480.0,1449.3,1474.7,1466.6071199074668,15562,1963,22823340.0,2695.0,17.32,30.7,22.9,4.6155627427247055,9.128651208794823,,
1794,2014-10-21,1431.0,1452.0,1425.4,1444.55,1443.8737973967177,19437,2195,28064575.0,4893.0,25.17,26.6,13.55,1.2126897460564123,7.545458916247141,,
1795,2014-10-20,1406.35,1432.0,1400.65,1424.75,1419.2103126661189,20693,1931,29367719.0,6660.0,32.18,31.35,18.4,-3.0466858467298152,5.4270299636517505,,
1796,2014-10-17,1384.2,1410.1,1377.35,1404.35,1392.5686919137636,15817,1938,22026259.0,3489.0,22.06,32.75,20.15,-7.976433837126933,2.7463372034960134,,
1797,2014-10-16,1380.0,1391.4,1370.05,1377.85,1380.7665746634373,17753,1771,24512749.0,4314.0,24.3,21.35,-2.15,-13.861832589293954,-0.5752967550619799,,
1798,2014-10-14,1402.6,1404.0,1379.0,1383.5,1388.588608860886,19998,1876,27768995.0,3196.0,15.98,25.0,-19.1,-17.86421813484594,-4.033081031018773,,
1799,2014-10-13,1394.7,1398.25,1373.0,1387.3,1386.1890928398059,13184,1750,18275517.0,2077.0,15.75,25.25,-7.4,-20.49327554933984,-7.325119934682987,,
1800,2014-10-10,1420.0,1420.0,1396.0,1404.0,1403.1063121487246,23130,2201,32453849.0,7462.0,32.26,24.0,-16.0,-20.987343033067873,-10.057564554359965,,
1801,2014-10-09,1390.0,1433.0,1390.0,1429.7,1410.626741583299,21891,2254,30880030.0,6475.0,29.58,43.0,39.7,-19.08511849145225,-11.863075341778423,,
1802,2014-10-08,1365.95,1384.55,1363.0,1380.6,1373.8674135090607,15175,1726,20848438.0,2793.0,18.41,21.55,14.65,-21.294086517349342,-13.749277576892608,,
1803,2014-10-07,1380.0,1389.9,1354.1,1370.1,1365.1693251916008,32098,3236,43819205.0,14001.0,43.62,35.8,-9.9,-23.61969865709966,-15.72336179293402,,
1804,2014-10-01,1410.0,1414.0,1387.2,1390.5,1399.2072191741263,17315,1654,24227273.0,3751.0,21.66,26.8,-19.5,-23.5452386679342,-17.287737167934058,,
1805,2014-09-30,1440.0,1455.7,1397.0,1404.15,1424.8907122905027,20048,2572,28566209.0,3263.0,16.28,58.7,-35.85,-22.129690372514688,-18.256127808850184,,
1806,2014-09-29,1442.0,1446.2,1416.65,1439.95,1435.879563480902,17777,1557,25525631.0,3972.0,22.34,29.55,-2.05,-17.91261190319733,-18.187424627719615,1439.95,
1807,2014-09-26,1395.0,1445.0,1388.0,1429.15,1405.948937478047,22776,1849,32021893.0,4210.0,18.48,57.0,34.15,-15.266039177627135,-17.60314753770112,,
1808,2014-09-25,1439.0,1442.4,1391.0,1398.8,1408.7102866779087,20755,1784,29237782.0,5224.0,25.17,51.4,-40.2,-15.439624202577761,-17.17044287067645,,
1809,2014-09-24,1466.0,1489.0,1420.0,1429.0,1437.4320234053312,27686,2764,39796743.0,7636.0,27.58,69.0,-37.0,-12.99055692352158,-16.334465681245476,,
1810,2014-09-23,1490.0,1508.35,1457.3,1463.45,1480.3074187813156,18561,1591,27475986.0,4310.0,23.22,51.05,-26.55,-8.175583335388637,-14.702689212074109,,
1811,2014-09-22,1505.0,1505.0,1478.0,1490.9,1487.6691297709924,16375,1677,24360582.0,3513.0,21.45,27.0,-14.1,-2.1202555004081205,-12.18620246974091,,
1812,2014-09-19,1510.0,1520.0,1497.75,1506.5,1509.23624844005,20834,2141,31443428.0,3641.0,17.48,22.25,-3.5,3.8925541195953883,-8.970451151873652,,
1813,2014-09-18,1485.0,1514.95,1485.0,1511.4,1508.1224718401893,16069,1873,24234020.0,3510.0,21.84,29.95,26.4,8.949968447295078,-5.386367232039907,,
1814,2014-09-17,1493.8,1498.8,1470.2,1495.2,1486.13185783711,17079,2170,25381646.0,2987.0,17.49,28.6,1.4,11.518028465324278,-2.0054880925670697,,
1815,2014-09-16,1511.0,1521.0,1476.0,1482.3,1496.2154958590827,23787,2219,35590478.0,5965.0,25.08,45.0,-28.7,12.369721887252126,0.8695539033967696,,
1816,2014-09-15,1530.0,1530.0,1504.0,1510.75,1513.5736622438171,16053,1484,24297398.0,4460.0,27.78,26.0,-19.25,15.165553236201276,3.728753769957671,,
1817,2014-09-12,1535.7,1539.85,1518.95,1531.9,1528.4365440747229,25695,1265,39273177.0,12188.0,47.43,20.9,-3.8,18.8703720624585,6.757077428457837,,
1818,2014-09-11,1531.95,1539.0,1519.5,1531.5,1529.551585153101,16623,1555,25425736.0,3064.0,18.43,19.5,-0.45,21.526052088016513,9.710872360369573,,
1819,2014-09-10,1570.0,1570.0,1522.0,1529.4,1536.8387598471784,29577,2544,45455080.0,8364.0,28.28,48.0,-40.6,23.19388057427409,12.407474003150476,,
1820,2014-09-09,1549.0,1560.0,1528.85,1544.85,1540.6697800312609,26231,2012,40413309.0,6844.0,26.09,31.15,-4.15,25.468744709384282,15.019728144397238,,
1821,2014-09-08,1525.0,1555.95,1523.0,1548.8,1542.9153625309614,35528,3882,54816697.0,13625.0,38.35,32.95,23.8,27.27590328009046,17.470963171535885,,
1822,2014-09-05,1529.0,1543.25,1514.0,1523.9,1526.568830490776,22984,2212,35086658.0,4116.0,17.91,29.25,-5.1,26.394606966198126,19.255691930468334,,
1823,2014-09-04,1547.0,1547.0,1511.4,1525.2,1522.2096087573484,29598,2386,45054360.0,6818.0,23.04,35.6,-21.8,25.507043108120342,20.50596216599874,,
1824,2014-09-03,1558.0,1565.0,1538.3,1544.0,1554.028557764569,43911,3372,68238948.0,11718.0,26.69,26.7,-14.0,26.020694864804454,21.608908705759884,,
1825,2014-09-02,1500.0,1561.0,1500.0,1552.1,1539.124815841584,63125,4096,97157254.0,28784.0,45.6,61.0,52.1,26.77275028824897,22.641677022257703,,
1826,2014-09-01,1499.0,1517.8,1497.0,1500.8,1503.6933058830869,16029,1446,24102700.0,4393.0,27.41,20.8,1.8,22.96455724065413,22.70625306593699,,
1827,2014-08-28,1505.0,1506.0,1487.0,1491.7,1495.4826958105646,12627,1337,18883460.0,3504.0,27.75,19.0,-13.3,18.993299927118187,21.96366243817323,,1491.7
1828,2014-08-27,1501.3,1508.95,1481.85,1500.75,1497.9999529810043,21268,2042,31859463.0,2452.0,11.53,27.1,-0.55,16.38740545153155,20.848411040844894,,
1829,2014-08-26,1531.95,1531.95,1475.0,1492.95,1495.6185309531609,24424,2117,36528987.0,6403.0,26.22,56.95,-39.0,13.536776954117158,19.386084223499346,,
1830,2014-08-25,1528.8,1545.9,1514.0,1531.05,1529.2310772927513,22473,2264,34366410.0,4436.0,19.74,31.9,2.25,14.18842953358876,18.34655328551723,,
1831,2014-08-22,1527.0,1529.0,1510.0,1517.75,1517.521555789824,18023,1293,27350291.0,4478.0,24.85,19.0,-9.25,13.476323383219551,17.372507305057695,,
1832,2014-08-21,1539.7,1539.7,1515.55,1523.65,1525.6458770335153,21453,1742,32729681.0,4054.0,18.9,24.15,-16.05,13.235484394944933,16.545102723035143,,
1833,2014-08-20,1527.0,1544.95,1519.15,1524.7,1529.7851713503887,23023,2718,35220244.0,2628.0,11.41,25.8,-2.3,12.979721832678933,15.832026544963902,,
1834,2014-08-19,1511.0,1538.65,1501.25,1522.9,1516.7733000547878,32854,3863,49832070.0,12817.0,39.01,37.4,11.9,12.487831257311882,15.1631874874335,,
1835,2014-08-18,1476.0,1515.0,1476.0,1507.75,1501.7211010971787,20416,2015,30659138.0,8460.0,41.44,39.0,31.75,10.751588427525121,14.280867675451825,,
1836,2014-08-14,1459.8,1485.0,1459.35,1481.1,1474.5698616738855,14314,1437,21106993.0,4684.0,32.72,25.65,21.3,7.142833065982586,12.853260753557977,,
1837,2014-08-13,1464.0,1482.2,1442.2,1451.25,1460.831050955414,6280,1009,9174019.0,793.0,12.63,40.0,-12.75,1.852864243508975,10.653181451548177,,
1838,2014-08-12,1454.25,1472.95,1446.05,1464.55,1461.1877791824695,11865,1459,17336993.0,2732.0,23.03,26.9,10.3,-1.2518448253065344,8.272176196177234,,
1839,2014-08-11,1459.0,1459.0,1441.4,1446.9,1448.3193247126435,8352,843,12096363.0,1082.0,12.95,17.6,-12.1,-5.078020365543125,5.602136883833163,,
1840,2014-08-08,1464.0,1464.0,1432.5,1438.5,1445.0293341155764,13636,1697,19704420.0,3104.0,22.76,31.5,-25.5,-8.687952536776265,2.7441189997112776,,
1841,2014-08-07,1437.7,1485.0,1433.15,1471.55,1464.9302041355618,60548,4284,88698594.0,25617.0,42.31,51.85,33.85,-8.780771730343304,0.43914085370036116,,
1842,2014-08-06,1441.0,1449.0,1422.0,1430.25,1433.9142742822846,19994,2263,28669682.0,4869.0,24.35,27.0,-10.75,-12.048014440626957,-2.0582902051651026,,
1843,2014-08-05,1377.0,1449.55,1375.0,1439.2,1415.4605114341673,36251,3390,51311859.0,9338.0,25.76,74.55,62.2,-13.756560559047102,-4.397944275941503,,
1844,2014-08-04,1380.0,1389.25,1360.0,1374.1,1369.5599438990182,17825,1361,24412406.0,7712.0,43.27,29.25,-5.9,-20.131557540042422,-7.544666928761687,,
